timeindex;AT-ror-profile;BE-ror-profile;CH-ror-profile;CZ-ror-profile;DE-ror-profile;DK-ror-profile;FR-ror-profile;LU-ror-profile;NL-ror-profile;NO-ror-profile;PL-ror-profile;SE-ror-profile
2015-01-01T00:00:00Z;0.33999113417658666;0.4000549666696736;0.2768113510851852;0.15902550129583098;0.5200689433559379;inf;0.2906926842287442;-0.05854009808670525;inf;0.5391735177129799;0.3022349113063345;0.3956744432770426
2015-01-01T01:00:00Z;0.3399634832340104;0.4000967576724576;0.2767422170216919;0.15931553408794247;0.5181450802409134;inf;0.2906541334163527;-0.05854009808670525;inf;0.5455653149755619;0.3011167753175259;0.3974560889240879
2015-01-01T02:00:00Z;0.339812417542611;0.4001130970890045;0.27661980616528326;0.1603549525035533;0.5181527287622568;inf;0.29057109645808565;-0.05854009808670525;inf;0.5320487488723769;0.3029363570499381;0.3962263922015573
2015-01-01T03:00:00Z;0.339672560147288;0.40019015743136027;0.27651821143462124;0.16211067328549875;0.51636819492647;inf;0.29051872872095846;-0.058568525597676946;inf;0.5323184662144904;0.30444569800723054;0.3871542031584548
2015-01-01T04:00:00Z;0.3395494483251687;0.4006241734847886;0.27639334354872547;0.16407952966575004;0.5159925692983359;inf;0.2905177422000391;-0.05858149747088177;inf;0.5552316936290028;0.3035418822237552;0.38578918379795946
2015-01-01T05:00:00Z;0.3394673200912026;0.4009065777904008;0.27616435166098524;0.16719845374468184;0.5158737382240659;inf;0.29047535698878063;-0.05849370091504767;inf;0.5232688122287328;0.3016781690235672;0.3762407823534959
2015-01-01T06:00:00Z;0.3394132267025718;0.4011602993727984;0.2760532682098631;0.166071376038293;0.5145438861283839;inf;0.29048358712821243;-0.05858149747088177;inf;0.515025991290507;0.3045032108032246;0.36695373991663643
2015-01-01T07:00:00Z;0.3626960342161465;0.3621342520676777;0.2864667432043793;0.16546884510789028;0.521302767508097;inf;0.285016593097117;-0.048338875575001834;inf;0.5185977210339913;0.2688997996033817;0.33798712840414
2015-01-01T08:00:00Z;0.36257098249220454;0.362126638641193;0.28633128202658487;0.1712172442892756;0.5202149102518441;inf;0.28497623765675734;-0.04834393800574859;inf;0.48584876911888175;0.2600486740758331;0.33199347480018315
2015-01-01T09:00:00Z;0.3627068373102907;0.3623988553031337;0.28612411035092444;0.17301296476314254;0.5209897633943756;inf;0.28499759084531007;-0.04834393486609526;inf;0.46386680984062945;0.2639893589087546;0.3181132992541494
2015-01-01T10:00:00Z;0.3624706688455155;0.362313344339518;0.2858026774985414;0.17526600683010146;0.5270117697224079;inf;0.2852957626620391;-0.04835085279164274;inf;0.45011906267215585;0.2678992932326417;0.3083865375463632
2015-01-01T11:00:00Z;0.3625573481874352;0.3631508161791884;0.2858591269576517;0.18048020328322817;0.5374029048242288;inf;0.28620964770066076;-0.048522516417741246;inf;0.4466302741409194;0.2737467820749585;0.30625327797491336
2015-01-01T12:00:00Z;0.36254394084391384;0.3632939728679524;0.2855987804807075;0.19119892749076522;0.5533494479447295;inf;0.303511657135564;-0.048760957766620996;inf;0.4445511921547332;0.2721404090000928;0.3099283728750921
2015-01-01T13:00:00Z;0.3632028848105983;0.36623079764028366;0.28625932801927295;0.1898343656186272;0.5586175759240054;inf;0.3137146598849722;-0.04986499742403249;inf;0.44591193715403693;0.26842741634838524;0.31376534730930616
2015-01-01T14:00:00Z;0.3639881954769304;0.3658100522856257;0.28564791944853446;0.17185294366817386;0.5480040490248835;inf;0.31747269715561904;-0.05020842645011542;inf;0.4345044109536721;0.2569046631253384;0.31039122259666896
2015-01-01T15:00:00Z;0.3622372434446042;0.3634917096962002;0.28520217880685805;0.15622434097001497;0.5243818235703478;inf;0.30238338018604183;-0.049134959374082784;inf;0.4242345375545145;0.24781598783076958;0.30280667698950736
2015-01-01T16:00:00Z;0.3617622500116122;0.3634673850407939;0.28498268544823774;0.15491428944077187;0.5176868679106914;inf;0.2856419738981616;-0.0488686819687436;inf;0.42082951916513006;0.24403114796697054;0.30415032163624317
2015-01-01T17:00:00Z;0.3616390927649526;0.363629263942816;0.28472418417802353;0.15500717727274635;0.5176225146013664;inf;0.2847530723250453;-0.048754835540238434;inf;0.4141201008126322;0.24098095706001313;0.3022905812036465
2015-01-01T18:00:00Z;0.3615026357680976;0.36418059540417874;0.284478428714663;0.15500499621247774;0.5171248297382529;inf;0.2846604987980917;-0.048766144242588016;inf;0.40609854876807594;0.24046222333306433;0.29680069761306765
2015-01-01T19:00:00Z;0.3613571178102484;0.3643303853576087;0.28446975202089414;0.1548200976783951;0.5167805534623022;inf;0.2845949953169379;-0.04881811792993053;inf;0.41541139841352154;0.23970061101452467;0.2940712485950188
2015-01-01T20:00:00Z;0.3608690972399399;0.36460951656677115;0.2840369635040391;0.1552880194760085;0.5169391263278653;inf;0.2845301176454574;-0.04883239547864635;inf;0.439707048391652;0.23911106401390772;0.2965642352077956
2015-01-01T21:00:00Z;0.36085078064421094;0.3645431577982617;0.28422517996120733;0.1547685806412336;0.5171637297356925;inf;0.28449808151950834;-0.04881811792993053;inf;0.4502639565852037;0.23900644402690732;0.29504733189766336
2015-01-01T22:00:00Z;0.360755633159172;0.3646657545879883;0.2840684952784921;0.15481156918637404;0.5170692650870323;inf;0.2844792619317924;-0.04882227366715124;inf;0.46131080096107363;0.2387190209807069;0.2943969119709968
2015-01-01T23:00:00Z;0.3604313576914364;0.3646879838687842;0.2838684432973185;0.15489817377616352;0.5173793395354147;inf;0.28449992486071624;-0.04882227366715124;inf;0.487138640318069;0.23875166743839338;0.2977973688207635
2015-01-02T00:00:00Z;0.360296856668289;0.3647229163837104;0.2837868040241389;0.15490065045945312;0.5180641177229096;inf;0.2846096277561442;-0.04874196813894672;inf;0.5154443317342727;0.23892285250128198;0.2997148290012107
2015-01-02T01:00:00Z;0.3601121115911163;0.3649718068467784;0.2836228200377406;0.15498522012053667;0.5195884659915859;inf;0.28458434364439017;-0.04874196813894672;inf;0.5113111408242611;0.23897351376282316;0.30134763961021654
2015-01-02T02:00:00Z;0.35997741961172464;0.3666147791980232;0.2833991227907369;0.1550374826924684;0.5217204217242363;inf;0.2848979807945996;-0.04877534441717389;inf;0.4629992103377764;0.23910516198388745;0.3008682879856744
2015-01-02T03:00:00Z;0.3597267958156672;0.36642335447850355;0.28325366321598133;0.15503750628797006;0.5222772062571024;inf;0.285768586057061;-0.04877534441717389;inf;0.4104946703919657;0.24043384440813356;0.30129932000149745
2015-01-02T04:00:00Z;0.3594916623200359;0.3726341733568561;0.2830074618238612;0.1551495744919607;0.5230341214164641;inf;0.28574895243439075;-0.04892042050792123;inf;0.37658188347762694;0.24473828883606627;0.30313762166070923
2015-01-02T05:00:00Z;0.3594134656339347;0.38604898046575553;0.28274927452103155;0.1552118560716395;0.5235523768887164;inf;0.28556392146423754;-0.049134940797954656;inf;0.3630452309337989;0.24779091397613773;0.31199198968628367
2015-01-02T06:00:00Z;0.35928064614438454;0.3945547759701074;0.2826086050978092;0.1552098976536225;0.5387937927338428;inf;0.285488428767457;-0.05108327049153827;inf;0.35857740820099193;0.2530014847888996;0.308184059378036
2015-01-02T07:00:00Z;0.3591074530319586;0.4777747357177226;0.28249478325782984;0.15542345931160942;0.5880248971233948;inf;0.28969184976933526;-0.06216784846623498;inf;0.35687430158484984;0.30147393594147925;0.305805948588434
2015-01-02T08:00:00Z;0.35900664445055475;0.5433598138350735;0.2824565557120659;0.1557967940208811;0.631065932272877;inf;0.2904451470310768;-0.07642940781211592;inf;0.3557996031664934;0.3122655938059545;0.2990657081838549
2015-01-02T09:00:00Z;0.3591190814427793;0.5134610977984142;0.2822554974835093;0.1739627732787034;0.6407393203968349;inf;0.2973558200153666;-0.08955967618760698;inf;0.355174044977408;0.3230483410381645;0.29378138512409113
2015-01-02T10:00:00Z;0.3640719536213868;0.4398613599309001;0.28205652130370124;0.20975493302203235;0.64711380608814;inf;0.30190963821730044;-0.08224235449787111;inf;0.3546243028307902;0.3289165714373134;0.2909492444651425
2015-01-02T11:00:00Z;0.38604469897358407;0.4403534427663253;0.28263699470721754;0.24891963023008273;0.6819168335585422;inf;0.3230866405800458;-0.06806281876284233;inf;0.3549707760858748;0.34202741610327075;0.28974660071658187
2015-01-02T12:00:00Z;0.42652469752867145;0.4401677784856508;0.31640636249939963;0.258417389523501;0.6859396619611396;inf;0.370301121697123;-0.06678862624226903;inf;0.3553811720402077;0.34675009577536176;0.2886067953683546
2015-01-02T13:00:00Z;0.48852954980775987;0.4400766114293799;0.3169498590036331;0.2528393007418905;0.7011603518200947;inf;0.38787393802667314;-0.06858125013002249;inf;0.35563868899146345;0.3340715053266598;0.28769475461295835
2015-01-02T14:00:00Z;0.47605300969991804;0.4254593935802543;0.3105384425999039;0.23998836885980898;0.7235770592032494;inf;0.3879138247543887;-0.0683569695010003;inf;0.3559133336810685;0.3322450261892471;0.28724983769334445
